entity_isin,assets_count,priority_assets_count,sensitive_locations,biodiversity_importance,high_ecosystem_integrity,decline_in_ecosystem_integrity,physical_water_risk,ecosystem_services_provision_importance,proximity_to_protected_areas,proximity_to_kbas,species_rarity_weighted_richness,species_threat_abatement,species_threat_abatement_marine,proximity_to_mangroves,ecosystem_integrity_index,biodiversity_intactness_index,ocean_health_index,trend_in_ecosystem_integrity_index,deforestation_hotspots,water_availability,water_pollution,drought,riverine_flood,coastal_flood,cumulative_impact_on_oceans,critical_areas_for_biodiversity_and_ncp,areas_of_importance_for_biodiversity_and_climate
AU000000GWA4,1,1,0.7503,0.0948,0.7503,0.038,0.3408,0.8,0.0948,0.0,,0.0968,0.0,0.0,0.0,0.3185,0.7503,0.038,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.8,
AU000000HSN3,1,1,0.6102,0.0112,0.2907,0.0961,0.6684,0.6102,0.0,0.0,0.4343,0.015,0.0,0.0,0.0,0.2907,,0.0961,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4237,0.9375,0.2828
AU000000HUB4,1,1,0.702,0.5436,0.7503,0.3211,0.5772,0.702,0.6815,0.0,0.597,0.3832,0.0,0.0,0.0,0.3581,0.7503,0.3211,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4533,1.0,0.404
AU000000HVN7,1,1,0.6185,0.1962,0.3241,0.2994,0.6185,0.7474,0.2551,0.0,0.5799,0.0195,0.0,0.0,0.0,0.3241,,0.2994,0.0,0.75,0.25,0.3853,0.6185,0.0154,,1.0,0.4949
AU000000IAG3,4,1,0.5872,0.344,0.3318,0.2816,0.6079,0.6714,0.3735,0.0,0.597,0.2605,0.0,0.0,0.0,0.3318,,0.2816,0.0,0.75,0.4167,0.3851,0.4661,0.0103,0.4448,0.9792,0.3636
AU000000IDX2,1,1,0.612,0.0112,0.286,0.0905,0.6696,0.612,0.0,0.0,0.4343,0.015,0.0,0.0,0.0,0.286,,0.0905,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4284,0.9412,0.2828
AU000000IEL5,64,17,0.5141,0.1219,0.3663,0.1583,0.7557,0.4476,0.135,0.1078,0.3845,0.0576,0.0314,0.0,0.0,0.3633,0.5713,0.1516,0.0085,0.7232,0.6071,0.63,0.5608,0.205,0.6038,0.5178,0.357
AU000000IFL2,1,1,0.6136,0.009,0.2741,0.0808,0.6675,0.6136,0.0,0.0,0.4343,0.012,0.0,0.0,0.0,0.2741,,0.0808,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4198,0.9444,0.2828
AU000000IGO4,2,1,0.75,0.7172,0.7503,0.0378,0.75,0.697,0.9543,0.7842,0.516,0.0096,0.0,0.0,0.0,0.3473,0.7503,0.0378,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000ILU1,8,7,0.7347,0.4449,0.7756,0.4652,0.7572,0.5283,0.8065,0.2471,0.2537,0.3902,0.0583,0.0,0.1533,0.7756,,0.4652,0.1423,0.8438,0.5625,0.3171,0.5333,0.15,0.6961,0.4397,0.617
AU000000IMD5,1,1,0.6919,0.3701,0.3635,0.2014,0.75,0.6919,0.0137,1.0,0.4889,0.006,0.0,0.0,0.0,0.3635,,0.2014,0.0,0.75,1.0,0.2286,0.004,0.0,,1.0,0.3838
AU000000IMU9,1,1,0.702,0.5436,0.7503,0.3255,0.5772,0.702,0.6367,0.0,0.597,0.3832,0.0,0.0,0.0,0.3548,0.7503,0.3255,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4533,1.0,0.404
AU000000INA9,1,1,0.702,0.5436,0.7503,0.2743,0.5771,0.702,0.7766,0.0,0.597,0.3832,0.0,0.0,0.0,0.3646,0.7503,0.2743,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4528,1.0,0.404
AU000000ING6,1,0,0.4913,0.4913,0.39,0.2368,0.6185,0.2438,0.9714,0.0,0.597,0.1743,0.0,0.0,0.0,0.39,,0.2368,0.0,0.75,0.25,0.3853,0.6185,0.0154,,0.2438,
AU000000IPH9,1,0,0.5757,0.5272,0.35,0.3627,0.5757,0.702,0.5753,0.0,0.597,0.3832,0.0,0.0,0.0,0.35,,0.3627,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4474,1.0,0.404
AU000000IPL1,3,1,0.5719,0.2247,0.7185,0.3779,0.4401,0.463,0.2864,0.2611,0.1831,0.1427,0.0,0.0,0.0835,0.7185,,0.3779,0.0,0.5833,0.5833,0.3062,0.2136,0.0,0.4223,0.4459,0.4802
AU000000IRE2,1,1,0.6102,0.0112,0.2955,0.0992,0.6724,0.6102,0.0,0.0,0.4343,0.015,0.0,0.0,0.0,0.2955,,0.0992,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4396,0.9375,0.2828
AU000000IVC8,1,0,0.583,0.5616,0.3855,0.1703,0.583,0.6395,0.6941,0.0,0.597,0.4553,0.0,0.0,0.0,0.3855,,0.1703,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4764,0.875,0.404
AU000000JBH7,1,0,0.5581,0.009,0.2817,0.0928,0.664,0.5581,0.0,0.0,0.4343,0.012,0.0,0.0,0.0,0.2817,,0.0928,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4061,0.8333,0.2828
AU000000JHX1,33,3,0.4558,0.1353,0.4253,0.1115,0.5341,0.3509,0.3874,0.015,0.1776,0.1026,0.0656,0.0,0.0032,0.407,0.7503,0.1115,0.0,0.4062,0.6146,0.4485,0.2455,0.0725,0.4416,0.2023,0.5386
AU000000JLG8,1,0,0.4134,0.0407,0.4134,0.1671,0.75,0.3914,0.0,0.0,0.4544,0.0543,0.0,0.0,0.0,0.4134,,0.1671,0.0,0.75,0.75,0.3846,0.1614,0.0,,0.2778,0.505
AU000000JRV4,2,1,0.5461,0.0319,0.6295,0.3429,0.648,0.373,0.4066,0.0,0.259,0.0084,0.0,0.0,0.2377,0.6295,,0.3429,0.0,0.875,0.5,0.3661,0.3959,0.0,0.4121,0.3424,0.4036
AU000000KAR6,1,0,0.5303,0.0112,0.2938,0.0966,0.6696,0.5303,0.0,0.0,0.4343,0.015,0.0,0.0,0.0,0.2938,,0.0966,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4284,0.7778,0.2828
AU000000LIC9,1,0,0.5532,0.009,0.2887,0.093,0.664,0.5532,0.0,0.0,0.4343,0.012,0.0,0.0,0.0,0.2887,,0.093,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4061,0.8235,0.2828
AU000000LKE1,1,1,0.702,0.5436,0.7503,0.3311,0.5772,0.702,0.633,0.0,0.597,0.3832,0.0,0.0,0.0,0.3543,0.7503,0.3311,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4533,1.0,0.404
AU000000LLC3,49,17,0.5288,0.2474,0.4182,0.2056,0.5991,0.5271,0.5075,0.0741,0.3124,0.0954,0.1298,0.0,0.005,0.3589,0.7456,0.2056,0.0058,0.5349,0.7442,0.4106,0.2639,0.1312,0.4118,0.498,0.5399
AU000000LNK2,2,0,0.5757,0.4332,0.3441,0.4012,0.5757,1.0,0.4498,0.0,0.597,0.3832,0.0,0.0,0.0,0.3441,,0.4012,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4474,1.0,
AU000000LOV7,1,0,0.3689,0.0205,0.3689,0.1712,0.75,0.3176,0.0,0.0,0.442,0.0273,0.0,0.0,0.0,0.3689,,0.1712,0.0,0.75,0.75,0.3846,0.1614,0.0,,0.2312,0.404
AU000000LRS6,1,1,0.697,0.6533,0.3422,0.1042,0.75,0.697,0.699,1.0,0.516,0.0255,0.0,0.0,0.0,0.3422,,0.1042,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000LTR4,1,1,0.75,0.7899,0.3442,0.0881,0.75,0.697,0.8812,1.0,0.516,0.0255,0.0,0.0,0.0,0.3442,,0.0881,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000LYC6,2,1,0.6443,0.4399,0.6595,0.2973,0.625,0.4152,0.5,0.5,0.276,0.0133,0.0,0.0,0.17,0.6595,,0.2973,0.0,0.875,0.75,0.2644,0.0802,0.0,,0.5,0.3304
AU000000MCR8,2,2,0.8489,0.4446,0.6466,0.3139,0.875,0.5383,0.9714,0.5,0.2924,0.0131,0.0,0.0,0.3668,0.6466,,0.3139,0.0,0.875,1.0,0.2638,0.0596,0.0,,0.6378,0.4387
AU000000MFG4,1,1,0.702,0.5436,0.7503,0.3551,0.5772,0.702,0.5988,0.0,0.597,0.3832,0.0,0.0,0.0,0.3529,0.7503,0.3551,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4533,1.0,0.404
AU000000MGR9,11,6,0.6064,0.3546,0.3439,0.2049,0.5957,0.6477,0.4825,0.2696,0.5338,0.1578,0.0,0.0,0.0,0.3391,0.7503,0.2049,0.0,0.7955,0.5,0.3173,0.3887,0.007,0.4674,0.8529,0.4426
AU000000MGX7,4,1,0.75,0.8417,0.3454,0.0783,0.75,0.697,0.9502,1.0,0.516,0.0255,0.0,0.0,0.0,0.3454,,0.0783,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000MIN4,34,22,0.7254,0.2399,0.7829,0.3588,0.7311,0.4818,0.5023,0.2909,0.1615,0.1182,0.003,0.0,0.2221,0.7503,0.7503,0.3588,0.0,0.8482,0.6875,0.3081,0.2981,0.0644,0.7541,0.4456,0.4765
AU000000MMS5,1,1,0.6102,0.0,0.2943,0.0975,0.6686,0.6102,0.0,0.0,,0.015,0.0,0.0,0.0,0.2943,,0.0975,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4244,0.9375,0.2828
AU000000MND5,1,1,0.75,0.7525,0.3329,0.0334,0.75,0.697,0.9185,0.8691,0.4029,0.0096,0.0,0.0,0.0,0.3329,,0.0334,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000MP15,1,0,0.3453,0.0661,0.3453,0.0111,0.3408,0.4712,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3453,,0.0111,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.4375,0.505
AU000000MPL3,62,23,0.5561,0.3196,0.4433,0.0867,0.5957,0.5747,0.384,0.2009,0.4986,0.2329,0.0,0.0,0.0001,0.4301,0.7503,0.0867,0.0,0.7,0.5042,0.3194,0.3712,0.0692,0.5606,0.5631,0.5672
AU000000MQG1,106,26,0.514,0.2484,0.3941,0.2033,0.6343,0.4755,0.4213,0.1868,0.2803,0.1244,0.0718,0.0,0.0085,0.3741,0.7113,0.2055,0.0,0.5995,0.7043,0.4669,0.3458,0.1383,0.411,0.4283,0.5207
AU000000MSB8,1,0,0.5586,0.0,0.3069,0.1075,0.6686,0.5586,0.0,0.0,,0.015,0.0,0.0,0.0,0.3069,,0.1075,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4244,0.8344,0.2828
AU000000MTS0,1,0,0.4913,0.4913,0.404,0.2439,0.6185,0.2071,0.8644,0.0,0.597,0.1743,0.0,0.0,0.0,0.404,,0.2439,0.0,0.75,0.25,0.3853,0.6185,0.0154,,0.2071,
AU000000MYX0,1,1,0.7225,0.2589,0.3672,0.0242,1.0,0.7225,0.5963,0.0,0.1762,0.2865,0.0,0.0,0.0,0.3672,,0.0242,0.0,1.0,1.0,0.2914,0.2145,0.0004,,0.7225,
AU000000NAB4,15,7,0.5679,0.3401,0.4151,0.2131,0.5327,0.7075,0.5202,0.2192,0.4646,0.1876,0.0504,0.0,0.0,0.3495,0.7503,0.2131,0.0,0.5417,0.6667,0.3624,0.2729,0.0426,0.4066,0.8175,0.561
AU000000NAN9,1,0,0.4913,0.4913,0.4099,0.2345,0.6185,0.1706,0.8894,0.0,0.597,0.1743,0.0,0.0,0.0,0.4099,,0.2345,0.0,0.75,0.25,0.3853,0.6185,0.0154,,0.1706,
AU000000NCK1,1,1,0.6185,0.3626,0.3214,0.2925,0.6185,0.7474,0.477,0.0,0.5799,0.0195,0.0,0.0,0.0,0.3214,,0.2925,0.0,0.75,0.25,0.3853,0.6185,0.0154,,1.0,0.4949
AU000000NCM7,28,6,0.586,0.3073,0.7112,0.3449,0.4726,0.4697,0.5038,0.3378,0.3665,0.195,0.0228,0.0,0.2591,0.7109,,0.3449,0.0499,0.4706,0.3438,0.2653,0.2658,0.072,0.5485,0.402,0.5694
AU000000NEC4,1,1,0.6395,0.6406,0.3867,0.1542,0.584,0.6395,0.6551,0.0,0.597,0.6874,0.0,0.0,0.0,0.3867,,0.1542,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4806,0.875,0.404
AU000000NHC7,5,1,0.5445,0.2898,0.6872,0.3864,0.3662,0.4956,0.4057,0.2352,0.3542,0.3151,0.0,0.0,0.1045,0.6872,,0.3864,0.0,1.0,0.25,0.2479,0.2565,0.0,0.522,0.427,0.5642
AU000000NHF0,1,0,0.3804,0.2513,0.3783,0.0113,0.468,0.3804,0.369,0.2513,,0.062,0.0,0.0,0.0,0.3783,,0.0113,0.0,0.75,0.25,0.3868,0.2534,0.0114,0.495,0.4375,0.3232
AU000000NMT1,1,1,0.75,0.7515,0.3453,0.0923,0.75,0.697,0.83,1.0,0.516,0.0255,0.0,0.0,0.0,0.3453,,0.0923,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000NSR2,1,0,0.3521,0.0661,0.3521,0.0106,0.3408,0.3858,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3521,,0.0106,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.2667,0.505
AU000000NST8,11,7,0.7872,0.1907,0.8964,0.437,0.7363,0.3998,0.5916,0.206,0.147,0.1116,0.0,0.0,0.3576,0.8933,,0.4855,0.0,0.8,0.75,0.2616,0.1932,0.0202,0.4011,0.2861,0.4791
AU000000NUF3,1,0,0.5,0.261,0.2637,0.0258,0.5,0.5128,0.7655,0.171,0.291,0.0161,0.0,0.0,0.0,0.2637,,0.0258,0.0,0.75,0.5,0.3917,0.1385,0.1359,,0.7429,0.2828
AU000000NVX4,1,0,0.3559,0.0661,0.3559,0.0107,0.3408,0.3996,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3559,,0.0107,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.2941,0.505
AU000000NWH5,4,1,0.5707,0.3566,0.6327,0.3991,0.375,0.4266,0.6573,0.2052,0.2273,0.2044,0.0,0.0,0.097,0.6327,,0.3991,0.0,0.9375,0.4375,0.242,0.0842,0.0,,0.4256,0.4277
AU000000NWL7,1,0,0.5635,0.0,0.2982,0.0999,0.6705,0.5635,0.0,0.0,,0.015,0.0,0.0,0.0,0.2982,,0.0999,0.0,0.75,0.75,0.3846,0.1614,0.0,0.432,0.8441,0.2828
AU000000NXT8,1,0,0.3516,0.0661,0.3516,0.0104,0.3408,0.4192,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3516,,0.0104,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.3333,0.505
AU000000OCL7,1,0,0.583,0.5616,0.3874,0.1527,0.583,0.6395,0.6615,0.0,0.597,0.4553,0.0,0.0,0.0,0.3874,,0.1527,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4764,0.875,0.404
AU000000OML6,2,0,0.5821,0.5616,0.3847,0.1792,0.5821,0.6432,0.7254,0.0,0.597,0.4553,0.0,0.0,0.0,0.3847,,0.1792,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4727,0.8824,0.404
AU000000ORA8,1,0,0.3582,0.0205,0.3582,0.1542,0.75,0.3402,0.0,0.0,0.442,0.0273,0.0,0.0,0.0,0.3582,,0.1542,0.0,0.75,0.75,0.3846,0.1614,0.0,,0.2765,0.404
AU000000ORG5,53,25,0.5955,0.3007,0.6496,0.2037,0.5693,0.5254,0.3825,0.2397,0.3646,0.2404,0.0,0.0,0.0332,0.6123,0.7503,0.2037,0.0,0.75,0.4657,0.3109,0.3345,0.0806,0.5577,0.556,0.5118
AU000000ORI1,50,14,0.5534,0.2839,0.4506,0.2065,0.5763,0.4741,0.3556,0.1991,0.3904,0.1822,0.0562,0.0,0.0114,0.4474,0.6063,0.2173,0.0,0.5375,0.5312,0.4818,0.3093,0.1781,0.5262,0.4428,0.4892
AU000000OZL8,5,1,0.556,0.2471,0.7785,0.4247,0.6697,0.3413,0.5643,0.4613,0.0919,0.1557,0.0,0.0,0.2645,0.7785,,0.4247,0.0,1.0,0.7,0.31,0.1262,0.0002,0.6974,0.3587,0.3239
AU000000PDN8,1,1,0.75,0.8277,0.3422,0.0616,0.75,0.697,0.9316,1.0,0.516,0.0255,0.0,0.0,0.0,0.3422,,0.0616,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000PLS0,10,7,0.6543,0.3425,0.8604,0.4965,0.5922,0.5252,0.3263,0.441,0.1837,0.3538,0.0,0.0,0.1145,0.8604,,0.4965,0.0,0.7,0.525,0.397,0.4324,0.1179,0.7021,0.5488,0.5017
AU000000PMV2,2,0,0.3976,0.004,0.3153,0.1044,0.3976,0.7059,0.0,0.0,0.4343,0.0053,0.0,0.0,0.0,0.3153,,0.1044,0.0,0.75,0.25,0.3787,0.3335,0.0039,0.4038,0.7059,
AU000000PNI7,1,1,0.702,0.5436,0.7503,0.3255,0.5778,0.702,0.6766,0.0,0.597,0.3832,0.0,0.0,0.0,0.3568,0.7503,0.3255,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4556,1.0,0.404
AU000000PNV0,1,0,0.57,0.029,0.2927,0.0504,0.6696,0.57,0.0023,0.0347,0.4343,0.012,0.0,0.0,0.0,0.2927,,0.0504,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4284,0.8571,0.2828
AU000000PPT9,1,1,0.702,0.5436,0.7503,0.3255,0.5778,0.702,0.6399,0.0,0.597,0.3832,0.0,0.0,0.0,0.3548,0.7503,0.3255,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4556,1.0,0.404
AU000000PRU3,9,5,0.6167,0.4787,0.684,0.4832,0.5435,0.4201,0.7418,0.3774,0.352,0.4254,0.0,0.0,0.0319,0.684,,0.4832,0.0,0.4167,0.4444,0.5679,0.4385,0.0,,0.348,0.4922
AU000000PTM6,1,1,0.702,0.5436,0.7503,0.3184,0.5772,0.702,0.6893,0.0,0.597,0.3832,0.0,0.0,0.0,0.359,0.7503,0.3184,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4533,1.0,0.404
AU000000PWH0,1,0,0.4703,0.4703,0.4318,0.2231,0.3653,0.9696,0.0,0.0,0.6658,0.6271,0.0,0.0,0.0022,0.4318,,0.2231,0.0,0.25,0.25,0.3018,0.3653,0.3673,,1.0,0.9393
AU000000QAN2,2,1,0.6018,0.1301,0.3738,0.4276,0.6018,0.697,0.314,0.0,,0.1301,0.0,0.0,0.0,0.3738,,0.4276,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.5517,1.0,0.3939
AU000000QBE9,81,24,0.5264,0.243,0.4074,0.1383,0.5825,0.5328,0.4549,0.2138,0.2968,0.1599,0.0222,0.0,0.0002,0.3818,0.7222,0.1423,0.0,0.3646,0.6667,0.5133,0.3394,0.1819,0.4619,0.5257,0.5576
AU000000QUB5,1,1,0.702,0.5436,0.7503,0.3177,0.5768,0.702,0.7184,0.0,0.597,0.3832,0.0,0.0,0.0,0.3566,0.7503,0.3177,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4518,1.0,0.404
AU000000REA9,11,2,0.4506,0.1901,0.381,0.1887,0.7873,0.4417,0.3892,0.1111,0.3455,0.0699,0.0198,0.0,0.0,0.3371,0.7503,0.1887,0.0,0.8889,0.8056,0.4874,0.2772,0.0079,0.4376,0.4312,0.4523
AU000000RED3,15,5,0.5864,0.2546,0.709,0.4289,0.5572,0.4526,0.083,0.2584,0.3729,0.2158,0.0,0.0,0.089,0.7019,0.7503,0.4289,0.0,0.5167,0.65,0.421,0.2465,0.1279,0.6459,0.3856,0.5197
AU000000REH4,356,151,0.5654,0.3535,0.5077,0.1142,0.5595,0.5625,0.4379,0.1993,0.4497,0.3034,0.0,0.0,0.0041,0.5008,0.7503,0.1148,0.0,0.6612,0.4499,0.3355,0.3801,0.0663,0.5612,0.5811,0.5366
AU000000RFF5,1,1,0.707,0.9096,0.4235,0.0091,0.353,0.707,0.9096,1.0,,0.2979,0.0,0.0,0.0,0.4235,,0.0091,0.0,0.75,0.25,0.353,0.0234,0.0,,1.0,0.4141
AU000000RHC8,5,1,0.4616,0.1928,0.434,0.313,0.6005,0.3659,0.2708,0.0,0.4113,0.1916,0.0,0.0,0.0,0.3553,0.7503,0.313,0.0,0.55,0.55,0.5293,0.395,0.0919,0.4783,0.3529,0.4545
AU000000RIO1,154,44,0.5851,0.2099,0.803,0.4172,0.5043,0.371,0.4493,0.2008,0.1403,0.1529,0.0227,0.0,0.2407,0.8003,0.6488,0.4207,0.0061,0.6434,0.4836,0.2901,0.3198,0.0752,0.5304,0.2657,0.4878
AU000000RMS4,3,3,0.7956,0.3276,0.6583,0.416,0.9167,0.3713,0.6721,0.3604,0.1839,0.0253,0.0,0.0,0.0999,0.6583,,0.416,0.0,0.9167,1.0,0.2589,0.0454,0.0,,0.3915,0.3511
AU000000RRL8,3,1,0.5928,0.1962,0.777,0.4056,0.5833,0.3179,0.2153,0.3333,0.1967,0.0092,0.0,0.0,0.4926,0.777,,0.4056,0.0,0.9167,0.6667,0.2749,0.0535,0.0,,0.3334,0.3023
AU000000RSG6,8,7,0.6676,0.4596,0.7085,0.3869,0.6091,0.5002,0.8083,0.5314,0.2197,0.014,0.0,0.0,0.0454,0.7085,,0.3869,0.0,0.75,0.5312,0.3764,0.437,0.0,,0.6329,0.3675
AU000000RWC7,1,0,0.436,0.0067,0.3039,0.4478,0.3776,0.436,1.0,0.0,,0.0067,0.0,0.0,0.0,0.3039,,0.4478,0.0,0.5,0.25,0.3776,0.0657,0.0,,0.175,0.6969
AU000000S320,12,6,0.6585,0.502,0.5266,0.2862,0.6505,0.6807,0.4834,0.4295,0.5074,0.4165,0.1156,0.0,0.028,0.5266,,0.2862,0.0,0.5833,0.6875,0.3666,0.3921,0.1127,0.5408,0.7079,0.7117
AU000000SCG8,4,3,0.6219,0.4867,0.6581,0.2849,0.5287,0.6995,0.5172,0.182,0.5354,0.3788,0.0,0.0,0.0,0.3583,0.7503,0.2849,0.0,0.5625,0.25,0.3843,0.6203,0.0136,0.4556,1.0,0.399
AU000000SDF8,1,0,0.5757,0.4766,0.3468,0.3829,0.5757,0.702,0.5078,0.0,0.597,0.3832,0.0,0.0,0.0,0.3468,,0.3829,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4474,1.0,0.404
AU000000SEK6,10,3,0.5645,0.3692,0.3846,0.0672,0.6125,0.5889,0.3954,0.4642,0.4344,0.1404,0.0,0.0,0.0,0.3846,,0.0672,0.0,0.6667,0.5278,0.3373,0.3629,0.0486,0.4626,0.6612,0.4372
AU000000SFR8,7,2,0.6509,0.395,0.748,0.4149,0.6022,0.3746,0.5395,0.4864,0.1778,0.1042,0.0,0.0,0.2577,0.748,,0.4149,0.0,0.8125,0.6875,0.361,0.1668,0.0368,0.5527,0.3281,0.4211
AU000000SGM7,1,1,0.6018,0.1301,0.3752,0.4304,0.6018,0.697,0.3096,0.0,,0.1301,0.0,0.0,0.0,0.3752,,0.4304,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.5517,1.0,0.3939
AU000000SGP0,10,4,0.5629,0.3798,0.4069,0.0731,0.537,0.6438,0.4293,0.3254,0.4582,0.2205,0.0,0.0,0.0,0.4069,,0.0731,0.0,0.75,0.4722,0.3164,0.2832,0.0255,0.4904,0.7556,0.518
AU000000SGR6,1,0,0.3525,0.0661,0.359,0.0105,0.3408,0.3525,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.359,,0.0105,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.2,0.505
AU000000SHL7,7,2,0.492,0.2109,0.4686,0.2216,0.6843,0.4558,0.6369,0.0303,0.3124,0.1314,0.0001,0.0,0.0,0.3378,0.7503,0.2216,0.0,0.75,0.5833,0.5074,0.3492,0.0051,0.4518,0.3949,0.5168
AU000000SHV6,1,0,0.3691,0.004,0.3476,0.1485,0.75,0.3691,0.0,0.0,0.442,0.0053,0.0,0.0,0.0,0.3476,,0.1485,0.0,0.75,0.75,0.3846,0.1614,0.0,,0.3342,0.404
AU000000SIG5,1,0,0.3462,0.0082,0.3462,0.2035,0.3787,0.2424,0.0,0.0,0.4421,0.0109,0.0,0.0,0.0,0.3462,,0.2035,0.0,0.75,0.25,0.3787,0.3335,0.0039,,0.0,0.4848
AU000000SIQ4,1,0,0.5769,0.5033,0.3494,0.3873,0.5769,0.702,0.5433,0.0,0.597,0.3832,0.0,0.0,0.0,0.3494,,0.3873,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4522,1.0,0.404
AU000000SLR6,5,3,0.7618,0.4695,0.8784,0.4019,0.8125,0.5154,0.9498,0.5313,0.1925,0.0725,0.0,0.0,0.1783,0.7776,0.7503,0.4019,0.0,0.9375,0.875,0.2773,0.0371,0.0,,0.5297,0.5011
AU000000SLX4,1,1,0.6807,0.6051,0.6807,0.2633,0.6185,0.7289,0.6029,0.0,0.6058,1.0,0.0,0.0,0.0005,0.6807,,0.2633,0.0,0.75,0.25,0.3853,0.6185,0.0154,,0.4781,0.9797
AU000000SMR4,14,0,0.5097,0.1878,0.8549,0.4532,0.2631,0.29,0.2573,0.0086,0.2365,0.1949,0.0,0.0,0.1719,0.8549,,0.4532,0.0,0.5714,0.25,0.2427,0.2738,0.0,,0.1734,0.4066
AU000000SOL3,2,1,0.5289,0.3142,0.5531,0.2591,0.5998,0.5156,0.5816,0.0,0.3072,0.1918,0.0592,0.0,0.0,0.3533,0.7503,0.2591,0.0,0.375,0.625,0.5036,0.4489,0.2548,0.4556,0.5717,0.4596
AU000000STO6,17,8,0.5815,0.2834,0.6404,0.2362,0.5898,0.454,0.4433,0.1666,0.371,0.1925,0.0,0.0,0.038,0.6172,0.7282,0.217,0.0441,0.75,0.5,0.2615,0.311,0.1053,0.6345,0.4381,0.5232
AU000000STX7,1,1,0.75,0.7784,0.3449,0.0947,0.75,0.697,0.8659,1.0,0.516,0.0255,0.0,0.0,0.0,0.3449,,0.0947,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000SUL0,1,1,0.6009,0.4657,0.4446,0.0133,0.6009,0.8306,0.4155,0.383,0.6079,0.4824,0.0,0.0,0.0,0.4446,,0.0133,0.0,0.5,0.25,0.2388,0.7593,0.4094,0.6345,0.8531,0.808
AU000000SUN6,2,0,0.3596,0.0661,0.3596,0.0104,0.3408,0.3596,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3596,,0.0104,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.2143,0.505
AU000000SVW5,4,3,0.7105,0.7017,0.6472,0.4785,0.5811,0.7731,0.8529,0.5214,0.419,0.708,0.0,0.0,0.0768,0.6472,,0.4785,0.0,0.4375,0.4375,0.2905,0.505,0.0212,0.5213,0.7581,0.7173
AU000000SWM4,1,1,0.8009,0.8009,0.3573,0.2429,0.75,1.0,0.905,1.0,0.4889,0.0255,0.0,0.0,0.0,0.3573,,0.2429,0.0,0.75,1.0,0.2286,0.004,0.0,,1.0,
AU000000SYA5,3,1,0.4427,0.0513,0.5457,0.1713,0.2506,0.4635,0.2765,0.0,0.4582,0.0604,0.0,0.0,0.1099,0.5457,,0.1713,0.0,0.6667,0.1667,0.2075,0.2506,0.0,,0.286,0.6409
